username,moviename,movietitle,releaseDate,date,rating,review
choso,nausicaa-of-the-valley-of-the-wind,Nausicaä of the Valley of the Wind,1984,2021-12-25,4.5,nausicaa of the valley of the wind walked so princess mononoke could run
choso,moriarty-the-patriot-2020,Moriarty the Patriot,2020,2021-12-23,5.0,so pathetically gay
choso,sonny-boy-2021,Sonny Boy,2021,2021-11-26,5.0,sonny boy is so good like go girl explain nothing
choso,blue-period,Blue Period,2021,2021-12-21,4.0,i love watching this and being like “why does this guy keep crying over his art” as if my own creative endeavours don’t make me want to do the same at least thrice a week on average
choso,josee-the-tiger-and-the-fish-2020,"Josee, the Tiger and the Fish",2020,2021-12-17,3.5,i was not prepared for the emotional roller coaster this movie would be
choso,the-cat-returns,The Cat Returns,2002,2021-12-17,3.0,"must protect my cat from the “four leg bad, two leg better!"" communist propaganda"
choso,when-marnie-was-there,When Marnie Was There,2014,2021-12-16,3.0,"bro studio ghibli really said ""let’s make a movie about 3 generations of women and their abandonment issues"""
choso,whisper-of-the-heart,Whisper of the Heart,1995,2021-12-15,5.0,what if i started practicing violin again. what then
choso,my-neighbors-the-yamadas,My Neighbors the Yamadas,1999,2021-12-14,4.0,visually breathtaking & unique and it's told in a very captivating way. it was a fun slice of life movie with each frame of the film being super interesting.
choso,the-secret-world-of-arrietty,The Secret World of Arrietty,2010,2021-12-11,4.0,i feel like i just had a religious experience
choso,from-up-on-poppy-hill,From Up on Poppy Hill,2011,2021-12-10,3.0,THAT plotline was totally unnecessary and went absolutely nowhere WHY WOULD THEY DO THIS???
choso,last-night-in-soho,Last Night in Soho,2021,2021-11-21,3.0,self care is watching anya taylor joy stab men to death
choso,shang-chi-and-the-legend-of-the-ten-rings,Shang-Chi and the Legend of the Ten Rings,2021,2021-11-13,3.5,villain romances are better sometimes. the way they are willing to ruin the world for the one they love no matter the cost...delicious!!!
choso,all-too-well-the-short-film,All Too Well: The Short Film,2021,2021-11-13,,"count your days, jake gyllenhaal"
choso,squid-game,Squid Game,2021,2021-09-19,3.5,jung hoyeon my beloved
choso,my-first-summer,My First Summer,2020,2021-09-04,4.0,tangled but make it sapphic
choso,dou-kyu-sei-classmates,Dou kyu sei – Classmates,2016,2021-09-04,4.0,"gay culture is getting drunk off of one beer at your boyfriends show and then making out with him in the park sand pit and he'll say cheesy stuff like ""scapula are what's left of our wings"
choso,words-bubble-up-like-soda-pop,Words Bubble Up Like Soda Pop,2020,2021-08-31,3.5,this was the cutest thing i've watched in like 18 years
choso,kingdom-ashin-of-the-north,Kingdom: Ashin of the North,2021,2021-07-30,3.0,"this is what happen when you give a tragic, depressed woman a bow and a homicidal maniac an axe to throw"
choso,a-quiet-place-part-ii,A Quiet Place Part II,2020,2021-07-30,4.0,watching this was literally me doing my best not to scream for an hour and a half !! the fucking oxygen tank running empty !! the motherfucking huge metal door not opening !!! ahHHHHH the ending tho !!!
choso,fear-street-1978,Fear Street: 1978,2021,2021-07-29,2.5,sadie sink my beloved
choso,fear-street-1994,Fear Street: 1994,2021,2021-07-28,3.0,"lesbian and gore, my favorite combo"
choso,persepolis,Persepolis,2007,2021-07-24,4.5,"roses are red,violets are blue,love is a petty bourgeois emotion,but I’ll make an exception for you."
choso,kitbull,Kitbull,2019,2021-07-23,4.0,tears in my eyes
choso,in-a-heartbeat,In a Heartbeat,2017,2021-07-23,4.0,suddenly i’m not homophobic
choso,the-gulf-2014,The Gulf,2014,2021-07-23,4.5,what the fuck
choso,shirkers,Shirkers,2018,2021-07-22,4.0,fuck georges. me and my besties hate georges
choso,happy-together-1997,Happy Together,1997,2021-07-21,4.5,the use of music at the end there wtf
choso,a-bride-for-rip-van-winkle,A Bride for Rip Van Winkle,2016,2021-07-19,4.5,a warm hug and a punch in the guts disguised as a ridiculously long movie with a very cool soundtrack
choso,demon-slayer-kimetsu-no-yaiba-the-movie-mugen,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,2021-07-19,4.0,rengoku my beloved
choso,black-widow-2021,Black Widow,2021,2021-07-18,3.5,natasha and yelena went from strangling each other with a curtain to sharing a beer in just under 15 minutes and if that’s not sibling behavior i don’t know what is
choso,lady-vengeance,Lady Vengeance,2005,2021-01-07,4.0,"so,, lady vengeance is a milf"
choso,jujutsu-kaisen-0,Jujutsu Kaisen 0,2021,2021-04-19,,must defend best boy yuta in this app tho
choso,jujutsu-kaisen,JUJUTSU KAISEN,2020,2021-04-01,5.0,nobara kugisaki best girl
choso,given-2020,Given,2020,2021-04-06,3.5,akihiko go to therapy challenge
choso,given-2019,given,2019,2021-04-05,4.5,uenoyama bro pls stand up
choso,nomadland,Nomadland,2020,2021-03-25,3.5,"nomadland is just visually breathtaking, achingly tender, and so lonely"
choso,judas-and-the-black-messiah,Judas and the Black Messiah,2021,2021-03-25,4.5,bloody fantastic
choso,malcolm-marie,Malcolm & Marie,2021,2021-02-07,1.5,this movie is the dictionary definition of amazing actors doing an incredible job with an awful script
choso,where-your-eyes-linger,Where Your Eyes Linger,2020,2021-01-31,3.0,the gays have a happy ending!!! finally!!!!
choso,your-name-engraved-herein,Your Name Engraved Herein,2020,2021-01-31,4.5,"i hate gay people, all they do is make me suffer"
choso,if-anything-happens-i-love-you,If Anything Happens I Love You,2020,2021-01-28,4.0,so i watched this short animated movie and now i’m dehydrating
choso,euphoria-fck-anyone-whos-not-a-sea-blob,Euphoria: F*ck Anyone Who’s Not a Sea Blob,2021,2021-01-28,4.0,they really had to start with liability with no warning
choso,how-to-train-your-dragon-2,How to Train Your Dragon 2,2014,2021-01-15,4.0,how to train your dragon 2 is making me cry it had no right
choso,how-to-train-your-dragon,How to Train Your Dragon,2010,2021-01-14,5.0,toothless i would die for you in a heartbeat
choso,kikis-delivery-service,Kiki's Delivery Service,1989,2021-01-05,5.0,just want to be a witch so that i could fly on a broomstick and talk to cats
choso,minari,Minari,2020,2020-12-30,5.0,due to personal reasons i will be crying about this movie for at least two weeks
choso,soul-2020,Soul,2020,2020-12-29,4.5,"22 is me, i am 22"
choso,hannibal-rising,Hannibal Rising,2007,2020-12-20,1.0,what is this....
choso,minari,Minari,2020,2020-12-12,,god when
choso,tenet,Tenet,2020,2020-12-06,4.0,four stars bc gay
choso,wolf-children,Wolf Children,2012,2020-11-30,3.0,"so i guess in the end, it’s yuki who fulfills her father’s dreams of stability and belonging, and ame who fulfills hana’s dreams of really being present in your own life, no matter what happens SOBS"
choso,the-wind-rises,The Wind Rises,2013,2020-11-30,3.5,"this movie ripped my heart out of my chest, threw it on the ground and stomped on it"
choso,happiest-season,Happiest Season,2020,2020-11-27,4.0,aubrey plaza hot
choso,the-wailing,The Wailing,2016,2020-11-07,3.5,in conclusion : trust a woman
choso,the-queens-gambit,The Queen's Gambit,2020,2020-11-04,5.0,it's so good i never want it to end
choso,interview-with-the-vampire,Interview with the Vampire,1994,2020-10-30,3.0,what a fantastic comedy
choso,dear-ex,Dear Ex,2018,2020-10-28,4.0,so the dad really screwed everyone over huh
choso,mayhem-2017,Mayhem,2017,2020-10-26,4.5,casting director for mayhem (2017) you are a fucking genius
choso,our-planet,Our Planet,2019,2020-10-07,5.0,the way that this is one of the things that bring me comfort
choso,2001-a-space-odyssey,2001: A Space Odyssey,1968,2020-10-05,5.0,this movie way ahead of it's time in every aspect
choso,we-need-to-talk-about-kevin,We Need to Talk About Kevin,2011,2020-10-03,4.0,we need to talk about kevin is the best form of birth control i never want to have kids thanks
choso,dogtooth,Dogtooth,2009,2020-10-02,3.0,yorgos on god we gon get you a therapist soon
choso,velvet-buzzsaw,Velvet Buzzsaw,2019,2020-09-21,1.0,a mess
choso,paddington-2,Paddington 2,2017,2020-09-14,5.0,okay i just cried actual tears for the first time in months and it was because of this movie im not okay
choso,my-neighbor-totoro,My Neighbor Totoro,1988,2020-09-13,5.0,and now i need a giant totoro plush so i can lay on its big belly and fall asleep
choso,but-im-a-cheerleader,But I'm a Cheerleader,1999,2020-09-10,4.0,in a perfect world i would have a gf that looked like clea duvall
choso,coraline,Coraline,2009,2020-09-09,5.0,coraline was my comfort film as a child and i think that says something
choso,im-thinking-of-ending-things,I'm Thinking of Ending Things,2020,2020-09-05,3.0,"""people like to think of themselves as points moving through time. but i think it’s the opposite. we’re stationary, and time passes through us."""
choso,black-panther,Black Panther,2018,2020-08-29,4.5,"make sure your children/nieces/nephews/the younger generation knows what an amazing superhero black panther is but also make sure to tell how incredibly strong the man portraying it was. a real-life superhero, a true king."
choso,shirley-2020,Shirley,2020,2020-08-28,3.5,two women laying in the moss with one lying about which mushrooms are poisonous is actually something that can be so personal
choso,phantom-thread,Phantom Thread,2017,2020-08-27,4.5,if that’s your man why is he eating my poisoned mushrooms
choso,ponyo,Ponyo,2008,2020-08-27,4.5,ponyo:*sees a sign taped to the fridge telling her not to eat all the ham*ponyo:that sign can't stop me because i can't read!
choso,howls-moving-castle,Howl's Moving Castle,2004,2020-08-26,5.0,i want to exhibit the same energy sophie exuded when she threatened the witch of the waste with her walking stick
choso,columbus-2017,Columbus,2017,2020-08-22,5.0,"a contemplative and empathetic mood piece on what we owe our parents, the difficulty of letting go, and connecting with strangers. the fixed camera compositions is such a beautiful compliment to the film's meditative tone and the modernist architecture on screen."
choso,the-florida-project,The Florida Project,2017,2020-08-20,3.5,"when haley is like ""you're not my father"" to bobby i'm just like, girl, that is Willem Dafoe. you would be grateful to have him as a father. show him some respect."
choso,raw-2016,Raw,2016,2020-08-19,4.0,invented sisterhood
choso,hustlers-2019,Hustlers,2019,2020-08-19,4.0,hustlers is the social network for people who’s bags by clairo is track 10 by charli xcx
choso,porco-rosso,Porco Rosso,1992,2020-08-18,4.5,no one told me how fucking funnyPorco Rossois
choso,jennifers-body,Jennifer's Body,2009,2020-08-18,4.0,if my best friend became a man eating demon i would simply marry her. rip needy but i’m different
choso,sorry-to-bother-you,Sorry to Bother You,2018,2020-08-18,4.5,the combination of surrealism and satire in this movie *chef's kiss*
choso,the-witch-2015,The Witch,2015,2020-08-17,4.0,when your kid is missing in the woods and all you care about is a fucking cup
choso,castle-in-the-sky,Castle in the Sky,1986,2020-08-16,4.5,“all good pirates listen to their mom” is an incredible line of dialogue
choso,ingrid-goes-west,Ingrid Goes West,2017,2020-08-14,3.5,aubrey plaza nation make some noise
choso,the-new-romantic,The New Romantic,2018,2020-08-14,3.5,i can't believe i watched this movie dubbed in french
choso,at-eternitys-gate,At Eternity's Gate,2018,2020-08-09,5.0,"""I hate the fog. I’m tired of this gray light. I’d like to find a new light, for paintings that we haven’t yet seen. Bright paintings, painted in sunlight."""
choso,shoplifters,Shoplifters,2018,2020-08-09,5.0,the ending makes me want to start smashing plates
choso,weathering-with-you,Weathering with You,2019,2020-08-08,3.5,when you meet the girl of your dreams at mcdonald's
choso,whisper-of-the-heart,Whisper of the Heart,1995,2020-08-08,5.0,"i feel so held by this movie, feels like home to me"
choso,the-tale-of-the-princess-kaguya,The Tale of The Princess Kaguya,2013,2020-08-07,5.0,"the cloud scene,,, changed my life honestly,,"
choso,eternal-sunshine-of-the-spotless-mind,Eternal Sunshine of the Spotless Mind,2004,2020-08-06,5.0,eatting cold pizza in bed at midnight while watching this is a good depiction of my current mental state
choso,a-ghost-story-2017,A Ghost Story,2017,2020-08-06,3.5,a ghost story more like a pie story
choso,us-and-them-2018,Us and Them,2018,2020-08-04,4.0,this movie is just pure heartbreak and sadness
choso,game-night,Game Night,2018,2020-07-30,3.0,rachel mcadams. that's it.
choso,ordinary-love,Ordinary Love,2019,2020-07-26,3.5,it hurts bro
choso,tune-in-for-love,Tune in for Love,2019,2020-07-26,4.0,kim go eun and jung hae in’s chemistry is OFF THE CHARTS
choso,bridge-to-terabithia,Bridge to Terabithia,2007,2020-07-26,3.5,NOBODY MOOVEEEEE I AM SOBBING
choso,devi-2020,Devi,2020,2020-07-23,4.0,i am in pain
choso,train-to-busan,Train to Busan,2016,2020-07-19,5.0,gong yoo sir pls lemme hold your hand real quick
choso,honey-boy,Honey Boy,2019,2020-07-13,4.0,watching honey boy is just 1h30m of pure pain huh
choso,moonlight-2016,Moonlight,2016,2020-07-11,5.0,the superior coming of age movie
choso,climax-2018,Climax,2018,2020-07-10,3.0,bruh
choso,the-personal-history-of-david-copperfield,The Personal History of David Copperfield,2019,2020-07-08,4.0,"cast dev patel as the romantic lead in a period piece, you cowards."
choso,fantastic-mr-fox,Fantastic Mr. Fox,2009,2020-06-09,4.0,the colour scheme *chef's kiss*
choso,ready-or-not-2019,Ready or Not,2019,2020-06-08,3.0,watching this since i'm in the mood for rich folks getting fucked over for once
choso,noor-2017,Noor,2017,2020-06-06,2.0,um
choso,swing-kids-2018,Swing Kids,2018,2020-06-01,4.5,another kyung soo astounding work we love to see it
choso,the-witch-part-1-the-subversion,The Witch: Part 1. The Subversion,2018,2020-05-30,3.5,"my type: has messy hair, bites their nails, covered in blood 80% of the time, is telekinetic, and is choi woo shik. my type is choi woo shik in the witch: part 1. the subversion"
choso,the-platform,The Platform,2019,2020-05-12,3.5,what the fuck
choso,miracle-in-cell-no-7,Miracle in Cell No. 7,2013,2020-05-12,3.5,i think i am dehydrated from all the tears i've shed during this
choso,time-to-hunt,Time to Hunt,2020,2020-05-10,3.0,on god
choso,my-annoying-brother,My Annoying Brother,2016,2020-05-06,4.0,this movie was labeled as a comedy but fam this shit is so sad smh
choso,thoroughbreds-2017,Thoroughbreds,2017,2020-05-05,4.5,thoroughbreds (2017) said crazy bitch rights!
choso,the-half-of-it,The Half of It,2020,2020-05-04,4.0,🍍🦉🐛
choso,emma-2020,Emma.,2020,2020-05-01,4.0,"subjectively, 2020 peaked with this movie"
choso,the-lighthouse-2019,The Lighthouse,2019,2020-04-26,5.0,how is this movie is one of my comfort movies
choso,lady-bird,Lady Bird,2017,2020-04-26,5.0,comfort<333
choso,finding-nemo,Finding Nemo,2003,2020-04-26,4.0,i really want to have a fish tank now
choso,the-twilight-saga-breaking-dawn-part-2,The Twilight Saga: Breaking Dawn – Part 2,2012,2020-04-25,1.0,um what
choso,the-twilight-saga-breaking-dawn-part-1,The Twilight Saga: Breaking Dawn – Part 1,2011,2020-04-25,1.5,"where is my benjamin spinoff, or my garrett and kate love story? give it to me don’t be SHY"
choso,the-twilight-saga-eclipse,The Twilight Saga: Eclipse,2010,2020-04-25,0.5,smh
choso,the-twilight-saga-new-moon,The Twilight Saga: New Moon,2009,2020-04-25,1.0,"if it were me, i would have simply be with edward and jacob. rip to bella but i'm different."
choso,twilight-2008,Twilight,2008,2020-04-25,2.0,quarantine making me watch this movie for the first time EVER
choso,lobservateur,L'Observateur,2019,2020-04-23,5.0,I WANT THE AESTHETIC INJECTS ON MY BLOODSTREAM
choso,waiting-2020-1,Waiting,2020,2020-04-23,,aRt
choso,how-to-be-single,How to Be Single,2016,2020-04-19,2.5,dakota johnson pls date me
choso,my-tomorrow-your-yesterday,"My Tomorrow, Your Yesterday",2016,2020-04-16,3.0,brUH
choso,the-princess-diaries-2-royal-engagement,The Princess Diaries 2: Royal Engagement,2004,2020-04-16,3.0,"oh, to be chris pine"
choso,perfect-blue,Perfect Blue,1997,2020-04-15,3.5,this movie tripped me the fuck out
choso,forgotten-2017,Forgotten,2017,2020-04-15,4.0,what the fuck
choso,the-truman-show,The Truman Show,1998,2020-04-15,3.5,this movie really make me question everything
choso,in-the-mood-for-love,In the Mood for Love,2000,2020-04-14,4.0,in the mood for love more like in the mood to be in the chaotic love story by wong kar wai
choso,pride-prejudice,Pride & Prejudice,2005,2020-04-14,4.0,"oh, to be rosamund pike in pride and prejudice"
choso,atonement,Atonement,2007,2020-04-14,4.0,goodnight to everyone except that lil bitch briony. i fucking hate u bitch.
choso,the-perks-of-being-a-wallflower,The Perks of Being a Wallflower,2012,2020-04-14,5.0,"i literally lost count on how many times ive watched this. honestly though, i feel like this film depicts the sad reality of mental illness and the effects of past traumas, perfectly. watching modern day coming of age films or shows now, i think that the majority of them glorify mental illness and don't truly cover the pain that victims of this can endure."
choso,swallow-2019,Swallow,2019,2020-04-13,3.0,i love femenine mystique and woman eating dirt <3
seenandnotseen,pride-prejudice,Pride & Prejudice,2005,2020-07-06,4.0,starting to believe that love may be a good thing
seenandnotseen,the-parent-trap-1998,The Parent Trap,1998,2020-05-27,,cute ❤️
seenandnotseen,a-woman-under-the-influence,A Woman Under the Influence,1974,2020-04-12,5.0,don’t you hear what she’s saying? don’t you understand what she’s trying to tell us?
seenandnotseen,clueless,Clueless,1995,2020-02-28,5.0,this is my emotional support movie
seenandnotseen,uncut-gems,Uncut Gems,2019,2019-12-31,4.5,honestly? i do like my gems uncut
seenandnotseen,carrie-1976,Carrie,1976,2019-10-25,4.0,she remembered who she was and the game changed
seenandnotseen,once-upon-a-time-in-hollywood,Once Upon a Time... in Hollywood,2019,2019-08-08,4.0,this is just a manson murders AU fanfic
seenandnotseen,midsommar,Midsommar,2019,2019-07-03,5.0,i am SO glad ari aster clearly never went to therapy
herb_gallow,blue-velvet,Blue Velvet,1986,2022-04-10,5.0,"One of the cool things about David Lynch is that his early works maintain their power. Later works contain deeper levels of craft and complexity while plumbing the same psychosexual depths, but earlier movies like Blue Velvet still feel like a complete thesis. The spiritual successor to this, Twin Peaks, goes farther and looks closer, but never feels like it's coming from a place of filling in the gaps for an earlier exploration. Lumberton is a proto-Twin Peaks town in…"
herb_gallow,the-duke-2020,The Duke,2020,2022-04-01,3.0,"Saved almost entirely by Jim Broadbent and Helen Mirren, both of whom have enough native watchability to elevate this entry in the Magical Doofus genre from ""kill it with fire"" to ""well, I'm okay with the fact that I watched that.""This one's about Kempton Bunton, a real-life figure in the 1960s who attained some notoriety for being tried in the Old Bailey for stealing and then ransoming Goya's paintingPortrait of the Duke of Wellingtonas part of a…"
herb_gallow,million-dollar-legs,Million Dollar Legs,1932,2022-03-31,3.5,"Extraordinarily silly movie about brush salesman Migg Tweeny (Jack Oakie) who falls instantly in love with a woman named Angela (Susan Fleming) on what's apparently a routine business trip to the fictional country of Klopstokia. Angela (apparently every woman in Klopstokia is named Angela, while all the men are named George) happens to be the daughter of the country's president (W.C. Fields), a literal strongman looking for ways to prop up the failing economy. Hijinks ensue as Migg is tasked…"
herb_gallow,hellbender,Hellbender,2021,2022-03-29,3.5,"As a general rule I'm suspicious of artistic/commercial ventures that include an entire family. Comes across most of the time as exploitive and more than a touch culty, a feeling that's not helped by the current age of families constructed entirely around Pinterest personas and the like. It's hard to not be charmed by a family that makes horror movies together, though, and so I sought out my first Adams Family movie.Hellbender slots nicely into the ongoing moment that…"
herb_gallow,footlight-parade,Footlight Parade,1933,2022-03-26,3.5,"If movies like Gold Diggers of 1933 are the apex of the Busby Berkeley delivery system, Footlight Parade nestles somewhere underneath those rarefied heights. The chassis is all right here, as James Cagney plays a producer who comically rushes to create prologue segments for movie theaters before his financial backers close in, all while his secretary (Joan Blondell) juggles all the details and keeps things afloat as the movie goes manically from stage to stage. The narrative portion of the…"
herb_gallow,turning-red,Turning Red,2022,2022-03-25,1.5,"Someone apparently wrote a review of this in one of the mainstream media outlets that criticized this for being non-universal in its storytelling, and coming across as being written for a specific audience that consisted of the writer and her immediate relations/friends. I'm not sure if that's what the review actually said, because it was pulled by the publication amidst a slew of apologies after the standard anger brigade showed up.Whatever that review said, it's true that this lacks…"
herb_gallow,design-for-living,Design for Living,1933,2022-03-14,4.5,"There's something special about a gathering of three people. It's somehow, by default, a more free and easy exchange. You're not part of a two-person contract bound to hold up an end of a conversation, fill awkward silences, meet whatever level of intimacy is being expected given the context the situation, and generally not expected to be everything that persons needs in this particular moment. Instead there's a more fluid feeling to the room, the conversation can turn quicker, there's…"
herb_gallow,smart-money,Smart Money,1931,2022-03-11,3.0,"Edward G. Robinson follows up Little Caesar in another crime story, this one an interesting-enough and much tamer iteration. Edward G plays Nick the Barber, a big gambling fish in a small town pond who makes his way to ""the big city"" to get into a big game and start building his legend.This one's notable for being the only time Robinson and James Cagney appeared in a film together; unfortunately, it's more of a footnote than an opportunity to…"
herb_gallow,benedetta,Benedetta,2021,2022-03-09,5.0,"There. That's how you do a piece of transgressive cinema.The stage is set for you right at the beginning. This story is taking place at a time and place in history where religion is not one of the many abstract concepts that get tossed into the collective psychosphere, to be subsumed into the larger cultural stew. Religion isthesocial framework, dominating how institutions are structured and thus shaping how reality flows from there. The young Benedetta shames some…"
herb_gallow,dowry-of-life,Dowry of Life,2013,2022-03-09,2.0,"Video PSA found on a whim to watch something from South Sudan. As far as internet flotsam goes, ""don't burn your wife to death"" is about as sensible as these come, I suppose."
herb_gallow,the-public-enemy,The Public Enemy,1931,2022-03-08,4.0,"One of those movies where you get more out of it for its historical implications than the film itself, and of course watching Cagney be Cagney. The story is a now-familiar tale of a young man embracing the quick riches of a life of crime, although there are some sharper edges courtesy of the pre-Code era. Cops are shot, goons get got, and the ladies are hot, although you still get disclaimers about how crime doesn't pay. And for some…"
herb_gallow,flee-2021,Flee,2021,2022-03-06,3.5,"Somewhat of a non-standard take on the refugee's tale here, focusing much more on the isolation of the experience and the effects it can have years after someone successfully makes it into another country. In a lot of ways that makes for a more compelling story, allowing for some gradation of human experience and not necessarily just a non-stop horrorshow of degradation as one is in the act of escaping life-threatening dangers. Though there is certainly a fair amount of…"
herb_gallow,the-batman,The Batman,2022,2022-03-04,1.5,"The Batman, part 4,354 in the Batman Extended Universe, has already been greenlit for two feature length sequels and two spin-off television series. Good news for these Batman-starved times, in which the lack of Batman products has left a Batman-shaped hole in our collective lives that we have unsuccessfully tried to fill with poor non-Batman substitutes like careers, children, or religion. Batman.How much longer are we going to do this, he asks while looking at the box office receipts.…"
herb_gallow,the-eyes-of-tammy-faye-2021,The Eyes of Tammy Faye,2021,2022-03-03,2.0,"Okay, I think I've watched enough biopics now. Kindly please hold off on making more for a while, we're all full up here. Thanks.While we're at it, please dial it back on the victim narratives. I get that this is ""The Eyes of Tammy Faye"" because it's based on the documentary and not the real life story, which makes a difference for some reason I can't be bothered to contemplate, but it should have been titled ""The Crucifixion of…"
herb_gallow,hitler-meets-christ,Hitler Meets Christ,2007,2022-03-02,1.0,"Helps to go into this knowing who you're dealing with. Michael Moriarty is a once-promising Hollywood B-lister who parlayed some early high-profile roles in movies like Bang the Drum Slowly into steady supporting role work in TV and film throughout the 80s, culminating in a prominent role in Law and Order. Deeming this productive existence too boring, Moriarty then blew up his career and left the show over a deranged one-sided wharrgarbl feud with then-Attorney General Janet Reno, going on…"
herb_gallow,gold-diggers-of-1933,Gold Diggers of 1933,1933,2022-03-01,4.5,"Jaw dropping Busby Berkeley numbers sandwiched between radiant performances from the three main Gold Diggers (Joan Blondell, Ruby Keeler and Aline MacMahon) and some great Ginger Rogers scenes, laced with deliciously lascivious shots of scantily clad women and some of the great early Hollywood mugs like Ned Sparks. Really something for everyone here.The ""scantily clad"" angle gets really pushed here, with lots of scenes of tee-hee'ing young actresses frolicking in their apartment and quite a few costumes that are…"
herb_gallow,spencer-2021,Spencer,2021,2022-02-27,1.5,"Comparing Princess Di to Anne Boleyn is fucking ridiculous. Leaving aside the complete failure of history that represents, the mind boggles at how overwrought that is. It’s like your teenager telling you that you might as well have sent them to Auschwitz when you make them stop texting at the table.That’s the level of insight we have going on here. People are going on about how good Kristin Stewart is here and I don’t have much to say about…"
herb_gallow,coda-2021,CODA,2021,2022-02-26,2.5,"I have such a difficult time with these ""now [INSERT GROUP HERE] is represented"" movies. It's hard to reconcile the understanding that yes, people of all kinds should have their stories told, with the grating undercurrent of ""see, [INSERT GROUP HERE] are actually people too"" that these movies usually have. Rarely do these movies ever just consist of a good story that also has an example of a fully portrayed [INSERT GROUP HERE] character, which to me is true representation.…"
herb_gallow,licorice-pizza,Licorice Pizza,2021,2022-02-25,4.5,"Paul Thomas Anderson is one of the four or five American directors working today that you could credibly call a master of the craft, so it's always tricky for a random internet guy such as myself to talk about this without sounding like a goof. When you get something from one of the masters you're mostly just grateful to be there when these come out. Then again I bitched plenty about West Side Story earlier this year.I don't usually…"
herb_gallow,king-richard,King Richard,2021,2022-02-24,3.0,"Will Smith can indeed play people other than Will Smith. Whether this is up there with the best performances of the year, I'm not certain, but this was a well-constructed effort that packed some real emotion in it. Maybe I'm just a sucker for movies with dads and daughters.I wasn't expecting much out of a biopic/sports movie/social consciousness genre mashup, but the performances of the main members of the Williams family help to maximize the limited potential of that…"
herb_gallow,titane,Titane,2021,2022-02-23,2.0,"This feels like a step back from Raw. That movie wasn't necessarily revolutionary, but it did some daring things on top of the sexual awakening chassis, and established Julia Ducournau's ability to film physical violence as well as any of the other modern French masters of that art. The body horror paired with the deceptively fresh-faced setting felt like a unique signature.Here, she leans way, way heavy on the Cronenberg, and I don't think it's an unfair comparison to…"
herb_gallow,dogs-2016,Dogs,2016,2022-02-22,2.0,"Here's a slightly odd slow-cinema crime story set in the Romanian countryside. Thankfully, this isn't like five hours long as other intentionally slow efforts tend to be, but it also feels like there isn't much story there, as a result. A young man inherits his grandfather's country estate in the hinterlands, which has been kept empty for decades so that the grandfather's gang could use it for various nefarious purposes. He wants to sell it, the remaining gangsters don't want…"
herb_gallow,a-hero,A Hero,2021,2022-02-20,4.0,"For something that at heart is a morality tale, there's quite a bit of complexity here. The story revolves around Rahim (Amir Jadidi), a man in prison for debt who concocts a scheme on his two-day furlough to sell some gold coins found by his girlfriend, but backs out after his conscience gets the better of him and returns the lost merchandise. Local media picks up on his good deed, and the attention from that causes people to look a…"
herb_gallow,texas-chainsaw-massacre,Texas Chainsaw Massacre,2022,2022-02-19,1.0,I’m not trying to be pithy or hyperbolic when I say that the extent of the background the producers did on this was to read a Wikipedia summary of the original TCM when they made this. I genuinely think that most of the people involved with this never saw the original. I don’t know how else you end up with something that stuffs references and callbacks into a movie while also missing the feel entirely of the original. It’s like…
herb_gallow,the-worst-person-in-the-world,The Worst Person in the World,2021,2022-02-19,1.5,"There’s a distinction to be made between oppressive, society-driven expectations about what you should have accomplished by whatever arbitrary age we’re talking about (30 in this case), and how mature someone should be by that point. I’m not going to judge anyone for not having kids, owning a house, having a career, or any of the other things that are much harder to do these days and aren’t even things everyone should want. But I do expect a person to…"
herb_gallow,drive-my-car,Drive My Car,2021,2022-02-17,4.5,"The temptation is to transpose the events of this movie onto the story of Uncle Vanya, which serves as the scaffolding of Drive My Car. That'd be a convenient Rosetta Stone to the lives of the characters here, and it would maybe demystify some of the interactions between folks if there was indeed a 1:1 resonance with the actors and the roles they've been assigned. That doesn't feel like Hamaguchi's intent, though, and regardless, most of the pleasure here is…"
herb_gallow,bad-lieutenant,Bad Lieutenant,1992,2022-02-16,4.5,"Both Abel Ferrara and Harvey Keitel are very close to the perfect expressions of their screen selves here. Ferrara, with ample chemical enhancement, constructs the apex New York hellscape that cinema had been building toward since the late 1960s. Keitel empties his toolbox in a completely gonzo performance where he hits nihilistic violence on one end of the wavelength and extreme vulnerability on the other. The resonance between these two meeting on this level of performance reverberates through the rest…"
herb_gallow,antlers,Antlers,2021,2022-02-16,1.0,"This might have been fun had it been true to its nature as a spiritual DTV schlock exercise. There are glimpses of something worthwhile whenever the camera lovingly pans over the mangled bodies left behind by the movie's antler monster, which are a welcome opportunity for practical effects to come to the fore. Instead this is a weirdly incompetent effort with a ton of established names tied to it that takes itself way too seriously for something that's like a…"
herb_gallow,belfast,Belfast,2021,2022-02-15,3.5,"I don't know if Kenneth Branagh strikes anyone as a master of the art when it comes to film, although he inarguably has some high points in his career that'll stand as achievements in the craft. I do think that he is certainly aninstitutionin film, which is a different thing but really worthy of the same kind of respect.So when you watch Belfast, which is something of a culmination of Branagh's relationship with film, you're not seeing…"
